topic,device,timestamp,count
android_phone_bluetooth_devices,f12da128-2fba-467b-8810-3131c95afcd1,20171201_23,2
android_phone_contacts,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_22,59
android_phone_light,695a8490-cf60-4936-9e0f-bed804c2f7db,20171206_14,19391
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_23,20423
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_19,2
android_phone_gyroscope,f12da128-2fba-467b-8810-3131c95afcd1,20171201_17,100610
android_phone_user_interaction,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_12,2
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_19,17979
application_server_status,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171208_05,3
android_phone_magnetic_field,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_00,85821
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_16,37111
application_record_counts,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171210_10,1
android_phone_gyroscope,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171204_23,18251
android_phone_gyroscope,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171130_11,7978
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171205_14,12
android_phone_sms_unread,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_19,4
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_21,4
android_phone_bluetooth_devices,f12da128-2fba-467b-8810-3131c95afcd1,20171201_14,2
android_phone_usage_event,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171207_15,52
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_01,2
android_phone_bluetooth_devices,01a48cda-f7e4-47e0-82a2-d2d93b2623c6,20171129_16,1
android_phone_usage_event,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_16,69
application_server_status,6db946ae-b539-4f30-bce9-3abbf9c9a8d8,20171205_14,1
application_server_status,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171208_14,1
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_21,12
android_phone_bluetooth_devices,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_17,1
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_02,1
application_server_status,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171206_15,1
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171207_18,1
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_11,8
application_server_status,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171208_15,3
android_phone_sms_unread,9b2f3583-331d-4d6e-b179-3eef66e455d6,20171207_14,3
android_phone_step_count,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_17,171
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_15,19899
application_uptime,691415c1-4e99-4f5b-9763-eab324352ef0,20171207_19,1
android_phone_acceleration,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171208_05,17895
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_03,19582
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_19,19920
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_11,12
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_10,12
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171206_20,9
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_14,6
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_05,18039
android_phone_gyroscope,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_23,17999
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_09,20047
android_phone_bluetooth_devices,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_01,1
android_phone_light,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_23,18515
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_21,11
android_phone_relative_location,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171201_07,7
android_phone_sms_unread,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_20,1
application_uptime,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171204_11,1
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_02,1
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_15,12
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_04,19992
application_uptime,a6295b68-b514-4d98-890d-15622e32b706,20171206_17,12
android_phone_light,8050864d-44d6-4fc7-8c03-93b0e8244079,20171205_14,1538
android_phone_acceleration,f12da128-2fba-467b-8810-3131c95afcd1,20171201_21,19981
android_phone_battery_level,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_10,105
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_09,31
android_phone_contacts,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_19,39
android_phone_acceleration,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171206_21,18177
android_phone_step_count,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_11,1
application_uptime,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171210_21,1
application_record_counts,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171211_06,2
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171206_15,11448
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171206_19,1
android_phone_step_count,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171206_20,85
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_06,19747
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171205_13,26983
android_phone_contacts,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171130_11,27
application_server_status,c790fe3d-8d84-4a73-98fc-a779fb5763df,20171206_13,4
android_phone_sms_unread,90ffa62a-9895-4fac-b31a-986b6a8aff15,20171206_09,4
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_01,19989
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171206_19,1
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_12,27
android_phone_gyroscope,872009f0-af70-47bc-a15b-bd0b156d539f,20171206_17,31084
android_phone_usage_event,695a8490-cf60-4936-9e0f-bed804c2f7db,20171207_09,114
android_phone_gyroscope,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_17,19235
android_phone_magnetic_field,872009f0-af70-47bc-a15b-bd0b156d539f,20171206_13,17822
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_11,20038
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_01,3
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_02,2
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_09,29
android_phone_step_count,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171207_15,19
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_16,1
android_phone_relative_location,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171204_21,6
application_record_counts,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171210_17,4
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_22,21507
application_record_counts,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171206_10,1
android_phone_step_count,695a8490-cf60-4936-9e0f-bed804c2f7db,20171206_16,1177
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_19,11
android_phone_relative_location,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171210_16,11
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_21,60
application_record_counts,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171210_16,3
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171209_17,2
android_phone_contacts,f12da128-2fba-467b-8810-3131c95afcd1,20171201_18,12
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171209_18,1
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_04,11
android_phone_sms,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171207_18,1
application_uptime,0d43e0da-840b-4447-ad2c-7ba706474b43,20171206_10,2
android_empatica_e4_blood_volume_pulse,a0d70f36-3df3-4498-bee0-649d8776c7b3,20171206_12,7832
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_20,19921
android_phone_step_count,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_12,17998
android_phone_relative_location,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171206_12,4
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_21,208
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_20,3
android_phone_sms_unread,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_10,1
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_15,19720
android_phone_light,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_12,5041
android_phone_relative_location,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_13,6
android_phone_step_count,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171207_17,606
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_17,2
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_17,2
android_phone_contacts,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_05,39
android_phone_gyroscope,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171208_04,17997
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_04,22405
android_phone_gyroscope,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_13,35956
android_phone_bluetooth_devices,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_15,3
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_13,2298
application_server_status,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171205_13,1
android_phone_battery_level,df07daba-7ce1-4855-9241-9a3679ca4478,20171208_10,5
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_16,8
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_09,19810
android_phone_bluetooth_devices,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171206_13,1
application_server_status,36065798-3bef-4d48-a30a-563943726764,20171130_13,1
android_phone_acceleration,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171204_19,18181
android_phone_bluetooth_devices,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_08,1
android_phone_relative_location,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171207_22,6
android_phone_bluetooth_devices,9b2f3583-331d-4d6e-b179-3eef66e455d6,20171207_16,2
android_phone_light,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_14,85
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_13,18
android_phone_gyroscope,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_06,18454
android_phone_contacts,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171207_16,2
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_02,16630
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171208_08,3
android_phone_bluetooth_devices,6854f58e-09fb-4524-9798-909643f08244,20171130_17,1
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171208_15,3
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_14,2
android_phone_bluetooth_devices,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_20,1
android_phone_gyroscope,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_00,17979
android_phone_gyroscope,7e6e3047-6257-4ea3-9ad6-ed48f351d404,20171130_11,21677
android_phone_magnetic_field,f12da128-2fba-467b-8810-3131c95afcd1,20171201_23,4666
android_phone_gyroscope,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171129_23,32879
android_phone_usage_event,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_13,82
application_record_counts,a6295b68-b514-4d98-890d-15622e32b706,20171206_10,1
android_phone_usage_event,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171204_18,10
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_12,19494
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171210_21,12
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_06,46
android_phone_user_interaction,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171207_18,1
android_phone_acceleration,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_17,42290
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_19,19455
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_21,21805
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_04,19950
android_phone_user_interaction,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_16,12
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_20,13
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_16,18071
android_phone_acceleration,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_07,35061
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_06,36600
android_phone_bluetooth_devices,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_00,1
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_05,2
application_uptime,d5be7158-a8e2-42dc-9419-8a050a91ee60,20171205_08,2
android_phone_contacts,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171207_15,23
android_phone_acceleration,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171207_07,35952
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_19,26
application_record_counts,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171207_13,2
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_11,23
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_04,1
android_phone_battery_level,b52418a4-6be2-4e66-81c1-e76b166eb663,20171130_10,342
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_08,22147
application_server_status,c790fe3d-8d84-4a73-98fc-a779fb5763df,20171206_17,3
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_16,10
android_phone_user_interaction,695a8490-cf60-4936-9e0f-bed804c2f7db,20171207_15,4
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_13,19776
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_13,60
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_10,18770
application_uptime,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171209_13,3
android_phone_light,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171208_13,138
android_phone_contacts,f12da128-2fba-467b-8810-3131c95afcd1,20171201_17,12
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_06,4
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_05,3
application_server_status,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171210_16,3
application_uptime,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171210_11,1
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171207_18,2
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_16,3
android_phone_battery_level,734ba51c-68db-47b0-bb45-39c88cd49473,20171206_20,405
android_phone_relative_location,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_14,2
android_phone_battery_level,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_10,120
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_10,1
application_record_counts,d5be7158-a8e2-42dc-9419-8a050a91ee60,20171204_16,2
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171201_06,4
application_record_counts,c16b66e3-666d-4eff-97de-f626b257c6d9,20171206_15,5
android_phone_battery_level,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_16,767
android_phone_battery_level,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_20,466
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_22,17717
thincit_symbol_check,0f4376be-2181-4398-902b-022a29035f8d,20171206_14,2
android_phone_relative_location,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171206_14,2
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_07,26
android_phone_bluetooth_devices,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_09,1
android_phone_contacts,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_21,59
application_server_status,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171208_09,2
android_phone_step_count,9b2f3583-331d-4d6e-b179-3eef66e455d6,20171207_15,684
application_record_counts,c16b66e3-666d-4eff-97de-f626b257c6d9,20171207_13,1
android_phone_gyroscope,d2d681e7-5cf0-4bca-a398-ad5bebc056a4,20171130_11,108816
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_10,3
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171210_21,22375
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_16,73744
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_23,2
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171210_11,6
android_phone_call,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171202_19,1
android_phone_magnetic_field,d2d681e7-5cf0-4bca-a398-ad5bebc056a4,20171130_11,16107
android_phone_gyroscope,872009f0-af70-47bc-a15b-bd0b156d539f,20171206_15,21347
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_17,2
android_phone_magnetic_field,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_23,17874
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_04,2
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_19,2
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_05,20594
android_phone_light,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_15,88
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_12,3
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171207_17,2
android_phone_relative_location,695a8490-cf60-4936-9e0f-bed804c2f7db,20171206_14,15
application_server_status,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171208_19,3
application_uptime,a6295b68-b514-4d98-890d-15622e32b706,20171206_13,3
android_phone_battery_level,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_15,455
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_02,19947
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_09,12
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_00,1
application_server_status,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171209_12,2
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_18,21879
application_record_counts,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171208_10,3
android_phone_bluetooth_devices,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_02,1
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171210_18,23
android_phone_gyroscope,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171207_18,36956
android_phone_gyroscope,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171204_22,17746
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_00,19987
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_12,16
android_phone_contacts,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_18,22
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_13,7
android_phone_gyroscope,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_11,18000
android_phone_bluetooth_devices,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171208_10,1
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_08,6
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_22,6
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_00,15297
application_record_counts,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171130_14,1
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171201_08,8
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_10,19924
android_phone_user_interaction,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_13,4
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_08,27066
android_phone_relative_location,f12da128-2fba-467b-8810-3131c95afcd1,20171201_17,6
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_13,19
android_phone_light,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_20,19871
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_12,12
android_phone_sms_unread,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_23,1
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_12,3
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171206_19,2776
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171204_16,8255
android_phone_magnetic_field,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_21,22465
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_21,15
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_17,18409
android_phone_relative_location,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_14,5
android_phone_step_count,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_01,17999
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171210_00,1
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_12,19568
application_server_status,0962c3bc-93d6-4f4f-b1df-3eb3592e7af8,20171208_10,1
application_server_status,a6295b68-b514-4d98-890d-15622e32b706,20171206_19,4
android_phone_bluetooth_devices,0d6501e2-25d8-44bb-aaa5-b64733237b3e,20171206_11,1
android_phone_bluetooth_devices,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_02,1
application_server_status,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171208_16,3
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_10,9194
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_19,2
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_12,11
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_12,3
application_record_counts,c16b66e3-666d-4eff-97de-f626b257c6d9,20171206_16,8
android_phone_light,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171204_16,57
android_phone_acceleration,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171207_18,36154
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_05,8
android_phone_light,9b2f3583-331d-4d6e-b179-3eef66e455d6,20171207_16,19965
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_23,20410
android_phone_user_interaction,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_16,1
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_22,37
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171207_22,20032
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_23,25566
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_00,17870
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_01,18146
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_10,9
android_phone_gyroscope,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171204_21,17978
android_phone_relative_location,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_07,5
android_phone_gyroscope,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_12,16756
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_02,16629
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_14,1180
application_record_counts,d5be7158-a8e2-42dc-9419-8a050a91ee60,20171205_08,2
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171207_12,2
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_07,2
application_uptime,ef3ede0c-6d38-418a-a8e6-5083f742d30d,20171206_10,1
android_phone_user_interaction,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_14,2
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_20,3
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_15,105
android_phone_gyroscope,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171207_08,35954
android_phone_bluetooth_devices,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171206_16,1
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_23,19422
android_phone_gyroscope,7e6e3047-6257-4ea3-9ad6-ed48f351d404,20171130_12,22558
android_phone_relative_location,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_17,25
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_18,18002
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171209_10,3
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_20,2127
thincit_symbol_check,a1598317-e0dc-4f3d-a568-f3bd76a75985,20171130_09,1
android_phone_relative_location,f12da128-2fba-467b-8810-3131c95afcd1,20171201_21,7
android_phone_bluetooth_devices,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171205_13,1
android_phone_relative_location,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171204_20,6
android_phone_acceleration,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171206_18,18076
android_phone_call,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171205_20,1
